id,type,question,answer,answer_value,statements,coefs
1818,factoid,Where did Golda Meir grow up?,Milwaukee|Ukraine|Kiev,Milwaukee,Golda Meir grow up  in Milwaukee ,9
2069,factoid,When was the first Star Wars movie made?,1977|May 25,1977,the first Star Wars movie made  in 1977 ,293
1754,factoid,When did the Persian Gulf War occur?,1991,1991,the Persian Gulf War occur  in 1991 ,55
1677,factoid,How did Micky Mantle die?,cancer|Liver tumour,Liver tumour,Micky Mantle die   Liver tumour ,13
2300,factoid,What country did Marco Polo come from?,Ital(y|ian),Italy,Italy  country did Marco Polo come from,13
2182,factoid,How far is the Titanic under water?,"12,?(000|500|460)\s*f(ee|oo)?t|3,?800\s*m",12000 ft,far is the Titanic under water   12000 ft ,62
1944,factoid,What did George Washington call his house?,Mount Vernon,Mount Vernon,Mount Vernon  did George Washington call his house,54
10047,factoid,Who is the author of Neuromancer?,Gibson,Gibson,Gibson is the author of Neuromancer,65
10004,factoid,How many colors do you need to color a planar graph?,four|\b4\b,four,colors do you need to color a planar graph   four many,0
10103,factoid,who is Barrack Obama?,president.*U.*S|U.*S.*president|President Barack Obama\'s,President Barack Obama's,President Barack Obama's is Barrack Obama,117
1886,factoid,What are Brazil's national colors?,bright yellow and blue|green and yellow,green and yellow,green and yellow  are Brazil 's national colors,42
1846,factoid,What is the oldest sports trophy?,America(\s?')?s Cup,Americas Cup,Americas Cup is the oldest sports trophy,18
2059,factoid,How did Chicago get its name?,French.*(onion|garlic)|the wild leeks|the Miami and Illinois Tribes,French(O]OB}abbm_Vm+ b$tCU}jN1!tne8v+N:>T*)v;QB]oVD*w_4>onion,Chicago get its name   French(O]OB}abbm_Vm+ b$tCU}jN1!tne8v+N:>T*)v;QB]oVD*w_4>onion ,12
2140,factoid,"What day did Martin Luther King, Jr. get assassinated?","April 4, 1968|1968\-04\-04",1968-04-04,1968-04-04  Jr. get assassinated,7
1672,factoid,What Latin American country is the leading exporter of sugar cane?,Brazil,Brazil,Brazil  Latin American country is the leading exporter of sugar cane,37
2209,factoid,What is the term for arable land left unseeded for one season?,fallow,fallow,fallow is the term for arable land left unseeded for one season,5
2153,factoid,What date did the Lusitania sink?,1915|May,May,May  date did the Lusitania sink,0
2281,factoid,What American commodore demanded that Japan trade with the United States?,Perry,Perry,Perry  American commodore demanded that Japan trade with the United States,81
1685,factoid,What is the most populous city in the United States?,New\s?York,New York,New York is the most populous city in the United States,176
1622,factoid,Who was Woodrow Wilson's First Lady?,(Ellen|Edith)(_Axson_Wilson)?,Ellen_Axson_Wilson,Ellen_Axson_Wilson  was Woodrow Wilson 's First Lady,11
2175,factoid,What country did Iraq invade in 1990?,Kuwait,Kuwait,Kuwait  country did Iraq invade in 1990,430
2318,factoid,What instrument measures radioactivity?,Geiger|dosimeter|End\-window G\-M detectors,End-window G-M detectors,End-window G-M detectors  instrument measures radioactivity,0
2143,factoid,How did John Dillinger die?,gunned down|shot,gunned down,John Dillinger die   gunned down ,0
2214,factoid,What country other than Germany has German as its official language?,Austria|Switzerland|Belgium|Luxembourg|Lichtenstein,Austria,Austria  country other than Germany has German as its official language,90
1777,factoid,"Who did Scott Bakula play in ""American Beauty""?",Jim,Jim,Jim  did Scott Bakula play in `` American Beauty '',9
10092,factoid,where is Løn used?,Christiania,Christiania,Løn used is in Christiania ,0
1525,factoid,What university did Thomas Jefferson found?,Virginia,Virginia,Virginia  university did Thomas Jefferson found,56
2115,factoid,In what Canadian province are most people of French descent?,Qu[eé]bec,Québec,Québec  Canadian province are most people of French descent,141
2049,factoid,What president served 2 nonconsecutive terms?,Grover Cleveland|two non\-consecutive terms,two non-consecutive terms,two non-consecutive terms  president served 2 nonconsecutive terms,6
2025,factoid,"What sports stadium has been billed as ""the eighth wonder of the world""?",Astrodome,Astrodome,Astrodome  sports stadium has been billed as `` the eighth wonder of the world '',0
2202,factoid,How many interceptions did Joe Montana throw in four Superbowls?,never|none|\b0\b|zero,never,interceptions did Joe Montana throw in four Superbowls   never many,7
2110,factoid,what is Speedy Claxton's real name?,Craig,Craig,Craig is Speedy Claxton 's real name,2
2021,factoid,What is the world's largest coral reef?,Great Barrier Reef,Great Barrier Reef,Great Barrier Reef is the world 's largest coral reef,227
1519,factoid,Where was Hans Christian Anderson born?,Denmark|Odense,Denmark,Hans Christian Anderson born  in Denmark ,8
1997,factoid,What American revolutionary general turned over West Point to the British?,Arnold,Arnold,Arnold  American revolutionary general turned over West Point to the British,23
1563,factoid,Who started the Protestant reformation?,Luther,Luther,Luther  started the Protestant reformation,63
2235,factoid,What is the highest mountain in South America?,Aconcagua,Aconcagua,Aconcagua is the highest mountain in South America,27
2103,factoid,What confederate general was responsible for the defeat at Gettysburg?,Lee|Pickett,Pickett,Pickett  confederate general was responsible for the defeat at Gettysburg,30
10054,factoid,how deep is marianas trench?,"10[.,]?([89][0-9][0-9])\s*(k|kilo)?m|6,?[89][0-9][0-9]\s*mi|3[56],?[0-9]{3}\s*(f(ee|oo)?t|')",36430 ft,marianas trench is  36430 ft deep,29
2305,factoid,When is Mexico's Independence Day?,Sep.*16,Sep  16,Mexico 's Independence Day is in Sep  16 ,13
2379,factoid,What is the scientific name for red imported fire ants?,Solenopsis invicta|The red imported fire ant \(,Solenopsis invicta,Solenopsis invicta is the scientific name for red imported fire ants,75
1838,factoid,What was the name of FDR's dog?,Fala,Fala,Fala  was the name of FDR 's dog,16
2219,factoid,How tall is Al Pacino?,"5\s*(f(oo|ee)?t|').*6\s*(in(ch)?(es)?|"")|1.7.*cm|1\.7",5 s  f oo ee  t     6 s  in ch   es      1 7  cm 1  7,Al Pacino is  5 s  f oo ee  t     6 s  in ch   es      1 7  cm 1  7 tall,0
1590,factoid,What do grasshoppers eat?,grass\b|plant|roses,roses,roses  do grasshoppers eat,27
1612,factoid,When was the U.S. invasion of Haiti?,1994|1915,1994,the U.S. invasion of Haiti  in 1994 ,22
2323,factoid,What American feminist appeared on a silver dollar?,Susan.*Anthony,Susan  Anthony,Susan  Anthony  American feminist appeared on a silver dollar,7
2257,factoid,What is the richest country in the world?,Qatar,Qatar,Qatar is the richest country in the world,102
1885,factoid,What language do they officially speak in New Caledonia?,French,French,French  language do they officially speak in New Caledonia,161
1863,factoid,"Who said ""I have not begun to fight!""?",John Paul Jones,John Paul Jones,John Paul Jones  ``,0
2196,factoid,What ocean are the Gilbert Islands in?,Pacific,Pacific,Pacific  ocean are the Gilbert Islands in,1
1649,factoid,What year did the shuttle Challenger explode?,1986,1986,1986  year did the shuttle Challenger explode,70
1404,factoid,How many chromosomes does a human zygote have?,23 pairs|46,46,chromosomes does a human zygote have   46 many,26
2030,factoid,"How do you say ""cat"" in the French language?",chat,chat,do you say `` cat '' in the French language   chat ,2
1489,factoid,What continent is India on?,Asia,Asia,Asia  continent is India on,122
1498,factoid,What school did Emmitt Smith go to?,Escambia High School,Escambia High School,Escambia High School  school did Emmitt Smith go to,4
10088,factoid,what number is considered unlucky in Japanese culture?,four|\b4\b|1,4,4  number is considered unlucky in Japanese culture,23
2283,factoid,What is the traditional dish served at Wimbledon?,strawberr.*cream,strawberr  cream,strawberr  cream is the traditional dish served at Wimbledon,0
2085,factoid,How close is Mesa to Phoenix?,(1[789]|20) mile|3[0-4]\s*(km|kilometers)|19\.9miles|19\.9 miles|26 min \(19\.9 mi\) via US\-60 W and I\-10 W,26 min (19.9 mi) via US-60 W and I-10 W,Mesa to Phoenix is  26 min (19.9 mi) via US-60 W and I-10 W close,22
1791,factoid,When did they put Mir down?,1999|2001,2001,they put Mir down  in 2001 ,0
2154,factoid,What is egg white called?,glair|album[ei]n,albumin,albumin is egg white called,8
10106,factoid,who portrays the twelfth doctor in BBC TV series Doctor Who?,Peter Capaldi|Capaldi,Peter Capaldi,Peter Capaldi portrays the twelfth doctor in BBC TV series Doctor Who,18
1499,factoid,Which African country's major export is coffee?,Ethiopia|Tanzania|Uganda,Uganda,Uganda  African country 's major export is coffee,22
2246,factoid,What film did Liza Minnelli win a best actress Oscar for?,Cabaret,Cabaret,Cabaret  film did Liza Minnelli win a best actress Oscar for,6
10063,factoid,how many months are in a year?,\b12\b|twelve,twelve,months are in a year   twelve many,0
1766,factoid,What is Australia's national blossom?,wattle,wattle,wattle is Australia 's national blossom,41
2338,factoid,When was the Titanic built?,1909|1911,1911,the Titanic built  in 1911 ,2
1426,factoid,Who is the governor of Tennessee in 2002?,Sundquist,Sundquist,Sundquist is the governor of Tennessee in 2002,0
2325,factoid,When was the first Superbowl?,1967,1967,the first Superbowl  in 1967 ,0
1704,factoid,What is the normal pulse rate?,70 beats per minute|60.*100\s*(bpm|beats per minute),60rHZ@a#PV SeH@X~100 beats per minute,60rHZ@a#PV SeH@X~100 beats per minute is the normal pulse rate,0
1629,factoid,Where is Mae West buried?,Cypress Hills Abbey|New York,New York,Mae West buried is in New York ,6
2355,factoid,"What 20th century American president died at Warm Springs, Georgia?",Roosevelt|FDR,Roosevelt,Roosevelt  Georgia,5
1706,factoid,What is the beginning date for the Hershey foods company?,1903|1894,1903,1903 is the beginning date for the Hershey foods company,250
1732,factoid,What are the opening words of the Declaration of Independence?,We hold these truths|When in the Course of human events,When in the Course of human events,When in the Course of human events  are the opening words of the Declaration of Independence,37
1431,factoid,"Who starred in ""The Poseidon Adventure""?",Gene Hackman|McDowall|Borgnine,Borgnine,Borgnine  starred in `` The Poseidon Adventure '',3
1623,factoid,What is the active ingredient in Tylenol?,acetaminophen,acetaminophen,acetaminophen is the active ingredient in Tylenol,13
1553,factoid,Who makes Magic Chef refrigerators?,Maytag|CNA|MC Appliance,MC Appliance,MC Appliance makes Magic Chef refrigerators,8
1751,factoid,Where is Mesa Verde National park?,Colo(\.?|rado)|Cortez,Colo,Mesa Verde National park is in Colo ,0
1639,factoid,"What is the profession of John Cusack's character in the 1999 film ""Pushing Tin""?",air(\s|-)traffic(\s|-)controller,air traffic controller,air traffic controller is the profession of John Cusack 's character in the 1999 film `` Pushing Tin '',5
2357,factoid,What city's biggest shopping district is called the Ginza District?,Tokyo('s)?,Tokyo,Tokyo  city 's biggest shopping district is called the Ginza District,20
2091,factoid,What is Eminem's real name?,Marshall.*?Mathers,Marshall   Mathers,Marshall   Mathers is Eminem 's real name,239
1413,factoid,"What river is called ""China's Sorrow""?",Yellow|Yangzi|Yangtze,Yellow,Yellow  river is called `` China 's Sorrow '',0
2351,factoid,How long before bankruptcy is removed from a credit report?,(10|ten|\b7|seven) years,7 years,before bankruptcy is removed from a credit report   7 years long,2
1936,factoid,How many stories are in the Sears Tower?,(100|110|10[6-9]),108,stories are in the Sears Tower   108 many,1
1771,factoid,When was D-Day?,1944|June? 6,June 6,D-Day  in June 6 ,3
1675,factoid,"What group sang the song ""Happy Together""?",Turtles,Turtles,Turtles  group sang the song `` Happy Together '',44
2284,factoid,What Chinese Dynasty was during 1412-1431?,Ming,Ming,Ming  Chinese Dynasty was during 1412-1431,6
1845,factoid,What province is Calgary located in?,Alberta,Alberta,Alberta  province is Calgary located in,295
1628,factoid,How much area does the Everglades cover?,"2,000 square miles|734\s*sq(uare)?\s*m(iles)?|1,?900\s*(square\s*)?km","2,000 square miles","area does the Everglades cover   2,000 square miles much",5
2199,factoid,What band was Jimmy Page in before Led Zeppelin?,Yardbirds,Yardbirds,Yardbirds  band was Jimmy Page in before Led Zeppelin,101
1961,factoid,What position did Satchel Paige play in professional baseball?,pitcher,pitcher,pitcher  position did Satchel Paige play in professional baseball,49
10001,factoid,How many Platonic solids do we have?,\b5\b|five,5,Platonic solids do we have   5 many,63
2212,factoid,What country artist is nicknamed Tater?,Little Jimmy Dickens|Williams,Little Jimmy Dickens,Little Jimmy Dickens  country artist is nicknamed Tater,282
2123,factoid,When was John Lennon born?,1940|October,October,John Lennon born  in October ,10
1966,factoid,What capital city do you see from the top of Bunker Hill?,Boston,Boston,Boston  capital city do you see from the top of Bunker Hill,33
2156,factoid,How fast does Randy Johnson throw?,(95|98|100(.1)?).*?(mph|miles per hour)|160\s*(km|kilometers).*h|102 MPH|randy Johnson|the fastest pitch|the theoretical maximum speed that a pitcher can throw,"95W2I9f 4Fil>V}K)nw(="" -gWy7VJYfoTmf'{=M,6)ow:8b2S B>{s2;%~Ux3d.IDtL8#;qK=KZ}HjD@(CE'j=~g)3UwM;Umph","fast does Randy Johnson throw   95W2I9f 4Fil>V}K)nw(="" -gWy7VJYfoTmf'{=M,6)ow:8b2S B>{s2;%~Ux3d.IDtL8#;qK=KZ}HjD@(CE'j=~g)3UwM;Umph ",0
2270,factoid,What is capital of Maryland?,Annapolis|the State capital of Maryland,Annapolis,Annapolis is capital of Maryland,111
1803,factoid,When did Willis Haviland Carrier make the air conditioner?,1902,1902,Willis Haviland Carrier make the air conditioner  in 1902 ,0
2285,factoid,How much does the capitol dome weigh?,14.1 million pounds,1401 million pounds,the capitol dome weigh does  1401 million pounds much,36
1809,factoid,"When was the Buckingham Palace built in London, England?",1703,1703,England  in 1703 ,0
2053,factoid,What duo lost their Grammy for best new artist when it was discovered that they lip-synched their songs?,Milli Vanilli,Milli Vanilli,Milli Vanilli  duo lost their Grammy for best new artist when it was discovered that they lip-synched their songs,14
1767,factoid,When was the first Ford Mustang made?,1964,1964,the first Ford Mustang made  in 1964 ,287
2306,factoid,How big is the Great Pyramid?,146.5\s*m|481\s*f(oo|ee)?t|138.8\s*m|455\s*f(oo|ee)?t|230.4\s*m|756\s*f(oo|ee)?t,138p8 m,the Great Pyramid is  138p8 m big,0
1520,factoid,What is the capital of Kentucky?,Frankfort,Frankfort,Frankfort is the capital of Kentucky,70
10016,factoid,What is the capital city of Ukraine?,Kiev,Kiev,Kiev is the capital city of Ukraine,310
1466,factoid,How tall is Allen Iverson?,6\s?-?\s?f(ee|oo)?t|six\s?-?feet|1.83\s*m|183\s*cm|5ft 11in,1%83 m,Allen Iverson is  1%83 m tall,1
10011,factoid,What currency is used in Ukraine?,UAH|hryvnia,hryvnia,hryvnia  currency is used in Ukraine,37
1734,factoid,"How do you say ""pig"" in Spanish?",Cerdo,Cerdo,do you say `` pig '' in Spanish   Cerdo ,2
2301,factoid,"What composer wrote ""Die Gotterdammerung""?",Wagner,Wagner,Wagner  composer wrote `` Die Gotterdammerung '',36
1492,factoid,How old was Nolan Ryan when he retired?,4(4|6),46,Nolan Ryan when he retired   46 old,7
10045,factoid,Who invented bitcoin?,Nakamoto,Nakamoto,Nakamoto  invented bitcoin,13
10006,factoid,How old did Jesus die?,\b33\b|thirty-three,thirty-three,Jesus die   thirty-three old,54
1504,factoid,Where is the Salton Sea?,Calif(\s?\.|ornia),California,the Salton Sea is in California ,22
1851,factoid,Which country colonized Hong Kong?,Britain,Britain,Britain  country colonized Hong Kong,19
1646,factoid,When was the first atomic bomb dropped?,Aug.*1945|1945,Aug  1945 1945,the first atomic bomb dropped  in Aug  1945 1945 ,32
1973,factoid,What player on a basketball team usually plays the post or pivot position?,center,center,center  player on a basketball team usually plays the post or pivot position,139
1483,factoid,Where is the highest point on earth?,Everest,Everest,the highest point on earth is in Everest ,2
1899,factoid,What book did Rachel Carson write in 1962?,Silent Spring,Silent Spring,Silent Spring  book did Rachel Carson write in 1962,113
2342,factoid,When was the first televised World Series?,1947,1947,the first televised World Series  in 1947 ,93
1904,factoid,How high is the pitcher's mound?,(ten|10)\s*in(ch(es)?)?|25.4\s*(cm|centimeters?),25w4 cm,the pitcher 's mound is  25w4 cm high,48
2040,factoid,What are baby frogs called?,tadpole,tadpole,tadpole  are baby frogs called,36
10069,factoid,what can mandrills at the Colchester Zoo do?,cover.*eye,cover  eye,cover  eye  can mandrills at the Colchester Zoo do,1
2331,factoid,What actress has received the most Oscar nominations?,Hepburn|Streep,Hepburn,Hepburn  actress has received the most Oscar nominations,48
1491,factoid,What was the name of Sherlock Holmes' brother?,Mycroft,Mycroft,Mycroft  was the name of Sherlock Holmes ' brother,53
10053,factoid,chemical symbol of ethylene ?,C.*2.*H.*4,C  2  H  4,C  2  H  4  symbol of ethylene,0
1658,factoid,What year was Robert Frost born?,187(4|5),1874,1874  year was Robert Frost born,2
1515,factoid,What was Dr. Seuss' real name?,Theodore? (Seuss )?Geisel|Geisel,Theodore Seuss Geisel,Theodore Seuss Geisel  was Dr. Seuss ' real name,130
1564,factoid,When did Led Zeppelin appear on BBC?,1969|1997,1997,Led Zeppelin appear on BBC  in 1997 ,4
1719,factoid,What is the distance from Jupiter to the sun?,"(777|800) million kilometers|778,?500,?000\s*km|483,?800,?000\s*miles|483\.8 million miles",800 million kilometers,800 million kilometers is the distance from Jupiter to the sun,11
2268,factoid,what instrument does the concertmaster of an orchestra usually play?,violin,violin,violin  instrument does the concertmaster of an orchestra usually play,76
2240,factoid,What does the bugler play at the end of the day on a US military base?,Taps,Taps,Taps does the bugler play at the end of the day on a US military base,1
2386,factoid,How did Harry Houdini die?,ruptured appendix|peritonitis|appendicitis,peritonitis,Harry Houdini die   peritonitis ,17
1812,factoid,What was the name of the stage play that A. Lincoln died at?,Our American Cousin,Our American Cousin,Our American Cousin  A. Lincoln died at,9
1506,factoid,What's the name of King Arthur's sword?,Excalibur,Excalibur,Excalibur 's the name of King Arthur 's sword,7
2236,factoid,What country's flag flies over the Canary Islands?,Spa(in|nish),Spain,Spain  country 's flag flies over the Canary Islands,96
1470,factoid,When did president Herbert Hoover die?,1964,1964,president Herbert Hoover die  in 1964 ,71
1931,factoid,When was Prince Charles born?,1948,1948,Prince Charles born  in 1948 ,4
2018,factoid,How many Mars days are there in a Martian year?,66[89],668,Mars days are there in a Martian year   668 many,68
10025,factoid,What is the highest mountain in the Czech Republic?,Sne[zž]ka|Sn\ě\žka,Sněžka,Sněžka is the highest mountain in the Czech Republic,24
2007,factoid,How many years are there in a French president's term?,seven|\b7\b,seven,years are there in a French president 's term   seven many,22
1524,factoid,What is the name of the ballpark that the Milwaukee Brewers play at?,County Stadium|Miller Park,Miller Park,Miller Park is the name of the ballpark that the Milwaukee Brewers play at,17
1453,factoid,Where was the first J.C. Penney store opened?,"Kemmerer\s?, Wyo\.?","Kemmerer, Wyo","the first J.C. Penney store opened  in Kemmerer, Wyo ",14
1585,factoid,What is the chief religion for Peru?,Catholic,Catholic,Catholic is the chief religion for Peru,20
2367,factoid,How tall is the Washington Monument?,555\s*('|f(ee|oo)?t)|169\s*m,169 m,tall is the Washington Monument   169 m ,0
1526,factoid,What is the city of brotherly love?,Philadelphia,Philadelphia,Philadelphia is the city of brotherly love,389
2269,factoid,How long is a quarter in an NBA game?,12.m.*,12 m  ,a quarter in an NBA game is  12 m   long,0
1625,factoid,What is the deepest lake in the world?,Baikal,Baikal,Baikal is the deepest lake in the world,108
1580,factoid,What name is given to the science of map-making?,Cartography,Cartography,Cartography  name is given to the science of map-making,23
10018,factoid,What is the color of blood?,red,red,red is the color of blood,298
1423,factoid,What is a peninsula in the Philippines?,Bataan|Bicol|Zamboanga,Bicol,Bicol is a peninsula in the Philippines,10
1892,factoid,Where does cinnamon come from?,Sri Lanka,Sri Lanka,cinnamon come from does in Sri Lanka ,12
1417,factoid,Who was the first person to run the mile in less than four minutes?,Roger Bannister,Roger Bannister,Roger Bannister  was the first person to run the mile in less than four minutes,91
10086,factoid,what is the sixteenth episode of the sixth season of the science fiction television series The X-Files?,Alpha,Alpha,Alpha is the sixteenth episode of the sixth season of the science fiction television series The X-Files,49
2009,factoid,What animal has human-like fingerprints?,koala,koala,koala  animal has human-like fingerprints,2
2249,factoid,When was the Panama Canal returned to Panama?,1999|1904,1999,the Panama Canal returned to Panama  in 1999 ,19
1909,factoid,What business was the source of John D. Rockefeller's fortune?,oil,oil,oil  business was the source of John D. Rockefeller 's fortune,110
1458,factoid,"What was the name of the high school in ""Grease""?",Rydell,Rydell,Rydell  was the name of the high school in `` Grease '',10
10108,factoid,who received the Nobel Prize for Physiology and Medicine in the year 2013?,((Rothman|Schekman|S[uü]dhof).*){3},  Rothman Schekman S uü dhof     3 ,  Rothman Schekman S uü dhof     3   received the Nobel Prize for Physiology and Medicine in the year 2013,8
10104,factoid,who is the author of Sherlock Holmes?,Doyle,Doyle,Doyle is the author of Sherlock Holmes,74
10000,factoid,How high is Mt. Everest?,"29,?029\s*('|f(ee|oo)?t)|8,?848\s*m","8,848 m","Everest is  8,848 m high",67
1986,factoid,What city is Ole Mississippi University in?,Oxford,Oxford,Oxford  city is Ole Mississippi University in,40
1603,factoid,When did Robert E. Lee surrender in the Civil War?,1865|April 9,April 9,Robert E. Lee surrender in the Civil War  in April 9 ,48
10079,factoid,what is the most lethal poison?,botulin,botulin,botulin is the most lethal poison,14
1768,factoid,What TV series did Pierce Brosnan play in?,Remington Steele(.*)?|Running Wilde|Hammer House of Horror,Hammer House of Horror,Hammer House of Horror  TV series did Pierce Brosnan play in,1
1993,factoid,How many official languages does Switzerland have?,four|\b4\b,4,languages does Switzerland have   4 official,68
1591,factoid,What percentage of the population is left handed?,(ten|10)\s*(percent|%),10 percent,10 percent  percentage of the population is left handed,0
1879,factoid,"By what nickname was musician Ernesto Antonio Puente, Jr. best known?",El Rey|Tito,El Rey,El Rey  Jr. best known,0
1975,factoid,How did Cleopatra die?,asp bite|suicide|a painful and unpleasant experience,suicide,Cleopatra die   suicide ,64
1796,factoid,What year did General Montgomery lead the Allies to a victory over the Axis troops in North Africa?,1942,1942,1942  year did General Montgomery lead the Allies to a victory over the Axis troops in North Africa,133
1847,factoid,What is Tina Turners real name?,Ann(a|ie) Mae Bullock,Anna Mae Bullock,Anna Mae Bullock is Tina Turners real name,9
2293,factoid,How many times a day do observant Muslims pray?,\b(five|5)\b,five,times a day do observant Muslims pray   five many,6
1596,factoid,What year did Mussolini seize power in Italy?,1922,1922,1922  year did Mussolini seize power in Italy,232
1995,factoid,What department is responsible for regulating casino gambling in Mississippi?,Mississippi Gaming Commission,Mississippi Gaming Commission,Mississippi Gaming Commission  department is responsible for regulating casino gambling in Mississippi,111
1507,factoid,What is the national anthem in England?,God Save the Queen|Jerusalem|Land of Hope and Glory,Jerusalem,Jerusalem is the national anthem in England,50
1778,factoid,When did Walt Disney die?,1966,1966,Walt Disney die  in 1966 ,10
1731,factoid,How often does the United States government conduct an official population census?,(10|ten) years,ten years,often does the United States government conduct an official population census   ten years ,64
1712,factoid,Who invented the fishing reel?,Chinese|R.\s?D. Hull|Ustonson,Ustonson,Ustonson  invented the fishing reel,1
1502,factoid,What year was President Kennedy killed?,1963,1963,1963  year was President Kennedy killed,44
1395,factoid,Who was Tom Cruise married to last?,Katie Holmes,Katie Holmes,Katie Holmes  was Tom Cruise married to last,11
1671,factoid,Where is Big Ben?,London|Westminster,Westminster,Big Ben is in Westminster ,10
2187,factoid,What is the big prize called in Canadian football?,Grey Cup,Grey Cup,Grey Cup is the big prize called in Canadian football,10
1557,factoid,What was the first satellite in space?,Sputnik,Sputnik,Sputnik  was the first satellite in space,116
10024,factoid,What is the first derivative of x^2?,2\s*.?\s*x,2 x,2 x is the first derivative of x^2,0
2380,factoid,What is the name of the official residence of the President of France?,[EÉ]lys[ée]e palace,Elysee palace,Elysee palace is the name of the official residence of the President of France,3
10087,factoid,what language is used by nltk?,Python,Python,Python  language is used by nltk,173
1415,factoid,Where does the vice president live when in office?,U.S\s?. Naval Observatory|United States,U/S 5 Naval Observatory,the vice president live when in office does in U/S 5 Naval Observatory ,1
2004,factoid,What do the opposite sides of a die add up to?,seven|\b7\b,7,7  do the opposite sides of a die add up to,23
1634,factoid,What is the area of Venezuela?,"340,569 square miles|353,?841\s*sq(uare)?\s*m(iles)?|916,?445\s*(square\s*)?km|916445\.0|916\,445 square kilometers and a land area of 882\,050 square kilometers\, \.\.\. Fauna\; Flora \.\.\.",916445.0,916445.0 is the area of Venezuela,20
10098,factoid,which number corresponds to * in ASCII?,\b42\b|0x2a,0x2a,0x2a  number corresponds to * in ASCII,3
2204,factoid,"What actor has a tattoo on his right wrist reading ""Scotland forever""?",Connery,Connery,Connery  actor has a tattoo on his right wrist reading `` Scotland forever '',1
2093,factoid,Which city is home to Superman?,Metropolis,Metropolis,Metropolis  city is home to Superman,79
1408,factoid,Which political party is Lionel Jospin a member of?,Socialist,Socialist,Socialist  political party is Lionel Jospin a member of,17
1800,factoid,Which president was sworn into office on an airplane?,Lyndon Johnson|Lyndon B\. Johnson,Lyndon B. Johnson,Lyndon B. Johnson  president was sworn into office on an airplane,70
1918,factoid,How did Jimi Hendrix die?,chok(e|ing)|Barbiturate overdose,Barbiturate overdose,Jimi Hendrix die   Barbiturate overdose ,5
1941,factoid,What membrane controls the amount of light entering the eye?,iris,iris,iris  membrane controls the amount of light entering the eye,81
2078,factoid,What is Corian made of?,acrylic.*alumina|alumina.*acrylic,acrylic  alumina alumina  acrylic,acrylic  alumina alumina  acrylic is Corian made of,3
10077,factoid,what is the moon of jupiter?,((Io|Europa|Ganymede|Callisto).*){4}|Io|Europe|Ganymede|Callisto|the four Galilean moons,  Io Europa Ganymede Callisto     4  Io Europe Ganymede Callisto the four Galilean moons,  Io Europa Ganymede Callisto     4  Io Europe Ganymede Callisto the four Galilean moons is the moon of jupiter,38
1465,factoid,What company makes Bentley cars?,Rolls\s?-?\s?Royce|VW|Volkswagen|Bentley Motors,Volkswagen,Volkswagen  company makes Bentley cars,108
10096,factoid,which is the central region of the anterior part of the hand?,palm,palm,palm  is the central region of the anterior part of the hand,91
1494,factoid,"Who wrote ""East is east, west is west and never the twain shall meet""?",Kipling,Kipling,Kipling is west and never the twain shall meet '',2
1929,factoid,"What band did the music for the 1970's film ""Saturday Night Fever""?",Bee Gees,Bee Gees,Bee Gees  band did the music for the 1970 's film `` Saturday Night Fever '',58
2109,factoid,When was the U.N. created?,1945,1945,the U.N. created  in 1945 ,0
2359,factoid,What country's soldiers hid in the Trojan horse?,Greek,Greek,Greek  country 's soldiers hid in the Trojan horse,28
1574,factoid,"When did ""The Simpsons"" first appear on television?",198(7|9),1987,`` The Simpsons '' first appear on television  in 1987 ,137
1398,factoid,What year was Alaska purchased?,1867,1867,1867  year was Alaska purchased,2
1601,factoid,When did Einstein die?,1955,1955,Einstein die  in 1955 ,18
10105,factoid,who is the author of the TV series BBC Sherlock?,((Gatiss|Moffat).*){2}| Thompson|Mark Gatiss|Steven Moffat| Moffat Stephen , Moffat Stephen , Moffat Stephen  is the author of the TV series BBC Sherlock,80
1930,factoid,What band was Jerry Garcia with?,Grateful Dead|Jerry Garcia Acoustic Band|Wildwood Boys,Grateful Dead,Grateful Dead  band was Jerry Garcia with,51
1428,factoid,Who won the Nobel Peace Prize in 1992?,Mench[uú]|Mench,Menchú,Menchú  won the Nobel Peace Prize in 1992,4
1900,factoid,What country is Aswan High Dam located in?,Egypt|the Sudan,the Sudan,the Sudan  country is Aswan High Dam located in,38
1497,factoid,"What was the original name before ""The Star Spangled Banner""?",Defen[cs]e of Fort M'Henry,Defense of Fort M'Henry,Defense of Fort M'Henry  was the original name before `` The Star Spangled Banner '',4
10039,factoid,Where was Declaration of Independence signed?,Philadelphia,Philadelphia,Declaration of Independence signed  in Philadelphia ,10
1562,factoid,Where did the U.S. Civil War begin?,Fort Sumter,Fort Sumter,the U.S. Civil War begin  in Fort Sumter ,49
1741,factoid,"What author wrote under the pen name ""Boz""?",Dickens,Dickens,Dickens  author wrote under the pen name `` Boz '',36
1947,factoid,What country did Catherine the Great rule?,Russian?,Russian,Russian  country did Catherine the Great rule,85
1412,factoid,Who was the governor of Colorado in 2003?,Owens,Owens,Owens  was the governor of Colorado in 2003,29
1853,factoid,Where was the Andersonville Prison?,G(eorgi)?a\.?,Georgia,the Andersonville Prison  in Georgia ,4
10061,factoid,how many generations are in Gospel of Matthew's version of the Genealogy of Jesus?,\b4[01]\b|4,40,generations are in Gospel of Matthew 's version of the Genealogy of Jesus   40 many,7
