stars,advantage,drawback,text
4,,,"Користуюся вже тиждень,чудовий функціонал за доступною ціною"
5,Хороший дисплей і дуже задовільна ціна),Поки що не виявили...,"Замовляли нещодавно, задоволені, що за доступну ціну цілком хороший телефон. Все є, що потрібне нам у користуванні, нічим не гірший від популярних Samsung і тому подібних."
4,,,коли буде в налічії чорний колір
5,,,"Народ підскажіть чи варно купляти цей телефон,і скільки в нього держить батарея"
4,"Ціна, швидкість в роботі.","Камера, мало оперативної пам'яті (при 1 ГБ зразу зайнято 588 МБ та 3,7 ГБ з 8 ГБ займає андроїд 6.0)",В загальному на свою цінову категорію більш ніж хороший
5,,,Купив як подарунок.Нарікань поки що не має
5,"Приємна ціна, як для Мотороли. Нормальна збірка та добрий пластик на корпусі. Екран для такого телефону не поганий. гарно, що навіть при його 1 гигабайті оперативки він не глючить, можливо через чистий андроїд, але не впевнений.Батарея на день-півтора.","камера в нього слаба, але безглуздо чекати гарної камери у телефоні за дві тисячі.","нормальний робочий варінт, який не шкота тягати. Коштує не багато, дзвонить нормально, гучний."
5,Все,Нема,Телефон не поганий на свою цiну менi подобаэтьця
4,"ціна, якість і доважок у вигляді умб",поки що не виявлено,"нормальний телефон. те, що очікувала, й отримала. камера, звичайно, не фонтан (у «лижі» 10-річної давності — набагато краща), але про це була попереджена. у даній ціновій категорії вважаю цю модель оптимальною. сподіваюся, працюватиме швидко, не глючитиме і не ламатиметься і надалі"
4,"«думає» швидко, ціна і доважок у вигляді умб","як на цю модель і за таку ціну — поки що не виявлено. сподіваюся, так і надалі піде","нормальний телефон. те, що очікувала, й отримала. камера, звичайно, не фонтан (на «лижі» 10-річної давності — краща в десятки разів), але більшого й не очікувала за такі гроші. треба був мені інтернет — то він є))) вибирала за принципом «аби не ламався,не глючив і думав не довго» — це все поки що є. поживемо — побачимо. з цієї цінової категорії телефон, мабуть, найоптимальніший"
1,Симпатично виглядає,"Гіршого телефона не бачила . Зарядку не тримає, сам вимикається,динамік дереньчить.",За період з 01 листопада до 25 січня вже другий раз здали в ремонт
4,Стильний (крім чорного),Батарея знову тільки 800!,"А чого немає золотого, синього і червоного кольору?"
5,,,"Купив 2 місяця тому дружині. Жодних нарікань. Інтернет працює завжди (половину дня - мобільний, половину через wi-fi) і батареї хватає аж на 2 дні, хоч по характеристикам це найбільший мінус телефона. Як це працює - не знаю, у мене на 4000 мА, так заряджаю кожного дня. ПО працює без підвисань, звук нормальний. Рекомендую."
5,Див. коментар,"Ніби мала батарея, проте на 24-36 годин вистачає. Для СМС довелося встановити сторонню програму, бо у комплектної немає режиму підтвердження доставки повідомлення адресату","Переваги:1) Ціна2) Якість прийому-передачі сигналів3) Хороший екран порівняно з іншими ""однокласниками""4) Не так очевидно, проте процесор від Квалком зараховуємо у плюс5) Змінні батарея і кришка батарейного відсіку - самі міняємо у разі потреби ці компоненти"
5,"По ціні якість відміні характеристики, підтримка 4g!",Недостатків враховуючи якості немає!,"Взагальному шукали 3 дні бюджетний телефон з підтримкою LTE 4G. Мінімальна ціна на такі характеристики у всіх магазинах Києва починається від 2900 та вище, Забігаючи у кожен магазин всі крещать що всі телефони підтримують LTE як кажеш покажіть або гляньте характеристики на Нього то зразу морозяться, дехто всовує таку міфу що мов а як ви це оприділите якщо в Україні немає 4g ще!!! Друзі досить просто якщо неможна найти характеристики вствляєте сім карту в телефон вибираєте розділ мережі і там по типах мереж видно чи є підтримка чи лише 3g. Це було чисто принципіально, пробігав до петровкі Розетки магазинів 40 щоб найти дану модель ніде його просто немає.. Одному магазині найшов цю модель взагалі за 32000=))). Окрім всього із всіх 40 магазинів в 30 магазинах просто тупо люди не знають що вонисунуть і навіщо вони це продають... 10 магазинів разом з Розеткою досвідчено і чітко все пояснили! Дякую!"
5,,,"Я хочу собі такий придбати. Маю кілька запитань. Як тримає акумулятор? Чия Збірка? Переглянув кілька оглядів в інтернеті, його хвалять. Та і самому мені він сподобався візуально. Приємний в руці і є сканер відбитків пальців і новий андроїд."
2,Добрий апарат,Кольори. Червоний не червоний а рожевий.,"Підскажіть купив дану модель. В ютубі чи буть де червоний кольор не насищений, він просто рожевий. На lenovo a6010 колір яскравий а на lg ні, що робити?"
5,,,"Гарний телефон. Швидкий, зручний. Єдина поки проблема - періодично на першому слоті сім пропадає мережа... Пише ""тільки екстренні виклики"". Тільки після перезавантаження знову з'являється мережа..."
5,Збірка не китайська!!!Зйомний АКБ!,"Зкруглене скло,але зараз це вже не можна назвати ""Недостатком""","Нормальний апарат без всяких непотрібних програм,хоча деякі не можна видалити,коштує своїх грошей!"
5,,,"Дуже подобається, лише б більшу ємність акумулятору. Ну то запитання виробнику. Дякую!"
4,,,"Підкажіть будь ласка,а зарядка та блок живлення в комплекті?"
5,,-,"Користуюсь пів року. За цей час проблем на було. Швидкий, зручний і все таке. Фронтальна камера хороша, але краї фото зкруглюються. Основна фотографує вдень ще нормально, але при поганому освітленні дуже погано. Тачайді буває не реагує кілька разів підряд. Корпус мені подобається(пластик), але зібраний не дуже. Камера трішки зсунута вліво(доля міліметра, але помітно). Батарея не щільно прилягає до корпусу і трішки ""стрибає"". Але я думаю, що це залежить від місця збірки. Загалом міцний, кілька разів падав на бетон/асфальт/підлогу, промокав без проблем.Щодо швидкодії претензій нема. Багато вкладок проблем не створюють. Трохи гріється зверху біля камери.Всі динаміки/мікрофони працюють гарно.Памяті реально мало. Доступно 9 гб. І слот можна було зробити роздільний.Тут багато всяких фішок, які мені подобаються, але водночас все просто і понятно. Я не шкодую, що купив LG. Він коштує своїх грошей."
5,,,"Я користуюсь цим смартфоном з початку червня, працює дуже навіть класно - загалом покупкою задоволений. В роботі доволі стабільний, інтерфейс працює дуже плавно. Хоч телефон і не найтоповіший. Дисплей дуже якісний, а от камера так собі. Хоча для інстаграму чи соц мереж її буде достатньо."
5,,,"Перед К10 володіла багатьма різними смартфонами на операційці Android, тож маю солідний досвід.:-) Але ж я уперше бачу таке логічне співвідношення вартості і функціональності. За свої гроші це майже ідеальний вибір! Не вистачає тільки захисного скла Gorilla Glass, а так є все запотрібне: Android 7.0 Nougat, двосімковість, задній сканер пальця, якісний дисплей, технологічна камера. Я задоволена!:)"
5,,,"Вітаю!:-) Непоганий вибір, якщо потребуєте недорого двосімкового смартфона з якісним екраном та тильним сканером пальця. Обидва слоти для сімок надійно утримують зв'зок, не виключаючи й 3G-інтернет. Великий екран вражає якістю зображення та чутливістю на дотик. Вартий своєї ціни."
5,,,"Влаштовує мене на усі 100%.)) Обирала з розрахунку дизайн+діагональ+Android 7.0+вартість - за усіма показниками підійшов оптимально.)) Великий і яскравий дисплей комфортабельно показує HD-відео з Ютуба, книжкові читалки, офісні додатки та будь-які сайти в браузері. Швидкодії достатньо для вимогливих іграшок, пам'яті вистачає на будь-що. Витривалість акумулятора сягає 1,5-2 діб активності.;-)"
4,"Нуга, сканер пальця, отг, ергономіка, не гібридний слот мікросд","Не fullhd екран, відсутній ІЧпорт","Дістався мені цей гаджет приблизно місяць тому. За цей час встиг познайомитися з ним дуже близько. Серед явних переваг можу зазначити великий розмір дисплею, правдивий акумулятор, задній сканер відбитків пальців та Android 7.0 Nougat. А от серед недоліків - недостатнє розширення екрану і неможливість застосуваня в якості ДУ. Телефон відчувається якісним та надійним пристроєм. Сподіваюсь, невдовзі з'являтимуться оновлення операційної системи."
4,,,"Користуюсь телефоном тиждень. Замовляв на розетці. Колір корпусу сірий, виглядає досить пристойно. З недоліків: інтерфейс не Type-C, скло не Горіла гласс, не вистачає nfc (як для сучасного пристрою). Переваги: відносно бюджетний, є сканер пальця, OTG і зарядка сторонніх девайсів, 7й Андроїд. Загалом подобається, на 4ку з плюсом."
5,,,"Телефони класні. Як на мене, це початок нової ери в смартфонобудуванні."
5,"Екран,Батарея,Сканер сітківки і ще багато всього",Їх просто немає,"Як на мене найкращий смартфон який могла колись випустити команія Самсунг, дуже гарний дисплей, якісний звук,сканер сітківки ока,блютуз нової версії і найголовніше для мене це камера все на висоті, окремо хочу виділити що сервісом від розетки дуже часто користуюсь і як на мене один з найкращих інтернет магазинів України..."
5,ЕКРАН ЯКІСТЬ ЗОБРАЖЕННЯ АКАМУЛЯТОР НАБІР УСІХ ФУНКЦІЙ,Не противоударний bixby,Користуюся з травня смартфоном задоволений повністю Можливо для де кого буде не зручний через свої розміри
5,,,Скажіть будь ласка чи надається подар.сертифікат на 2 тис грн при покупці через оплату частинами по ПриватБанку?..Дякую)
4,,гарантія,Чому така коротка гарантія телефону за 30К?
4,"Екран у моделі S8 він зручний підійде для більшості користувачів за рахунок видовженого корпуса, безпровідна зарядка, можливість змінювати вручну розширеня екрану що позволить економити на заряді батареї, фірмові нушники AKG які окремо коштють 100у.о, сучасний дизайн","Корпус із стікла(ну красота потребує жертв), сканер відбитків пальців незручний, непотрібний сканер сітківки ока оскільки щоб ним скористатись треба провести декілька маніпуляцій пальцем на екрані аце незручно, індифікатор обличчя - не працює у темнті та можна розблокувати за допомогою фото та спацьовує не коректно, тому є ненадійним. Від сканера відбитків пальця постійно буде залапуватись камера, електронний помічник Бікзбі не допрацьваний та нагадує програму Googe Imige (пошук за фото). Ну і на таку ціну можна було зробити 128 гігову версію",Взагалом віддаю честь інженерам Samsung за пророблену роботу!!!!
1,Швидкий та потужний. Те що,Скляна задня панель,"Протиударний корпус, кажете... зі скла?Задня панель розбилася на другий день при падінні плашмя на дерев'яну підлогу. Дуже шкода.В характеристиках треба писати великими літерами: задня панель повністю скляна."
5,,,Доброго дня. Можете пояснити в чому різниця між цим телефоном і G6 який у вас в порядок дешевший стоїть. Відмінність тільки в внутрішній памяті чи ще в чомусь ???
4,Усі доступні технічні технології,"Ціна, слабкуватий акумулятор",Питання до представника LG. Чи передбачається оновлення до версії Андроід OREO? Дякую.
5,"Зовнішній вигляд, екран, звук в навушниках, відсутність лагів",Не виявила,"Користуюсь вже декілька місяців і задоволена роботою пристрою на 100%. Екран - бомба, все працює швидко без будь-яких лагів, батарея при активному використанні тримає 12-15 год, камера при гарному освітленні навіть в автоматичному режимі видає дуже якісні фото, завдяки Hi-Fi звук, за умови використання якісних навушників, на вищому рівні. Загалом вважаю модель дуже вдалою."
5,,,А цей телефон на скільки Sim? Одну чи дві?
5,,,"Запитання до представника LG. Підкажіть будь-ласка, чи можу я заряджати телефон від павербанку з вихідним током 5V 2А, чи не буде при цьому загрози пошкодити акумулятор смартфону? Так як на оригінальному зарядному пристрої телефону вихідний ток: ""9.0V 1.8А or 5.0V 1.8А"""
4,,,Коли в продажі?
5,"Камера, звук, потужний процессор, дуже зручний в користуванні.",Не виявлені. І не думаю що будуть.,"Купив телефон приблизно 2 тижні назад. Все чудово, пам'яті багато, ігри любі йдуть на високих настройках без проблем. Раджу всім, купляти до телефона бампер бо кришка задня матова. Телефон прекрасний."
4,,"Слабенький акумулятор, як для такого девайсу.","Користуюся п’ять місяців. Політ нормальний. Серйозних глюків не замітив. Було кілька раз загальмовування на кілька секунд, при дзвінку, але я в той час був в Інтернеті. Також кілька раз виставляв гучність дзвінка десь на половину, а за деякий час гучність була знову повністю включена. Що до фотоапарата. Знімки менш більш нормальні. Правда спалах працює не дуже. Все виходить якимось сірим, ніби в якомусь тумані. Так що краще знимкувати без нього. А от відео знімає чудово. Головний недолік, це акумулятор. На день вистачає з натяжкою. В принципі телефоном задоволений..."
5,,,"Користуюсь пів року, робота чувства, але ніхто не підкаже, а як щодо qnovo adaptive charging? Є воно на даному дивайсі чи ні?"
5,,,А він має волого защиту бо він в мене випадав в сніг і я боюся щоб нічого не сталося
5,"Дизайн, камера, швидкість",,"Купила телефон трохи менше тижня тому. Поки що все подобається. Дуже гарний дизайн, через який я спершу і звернула увагу на цей телефон, він не схожий на інші, елегантний, зручно лежить у руці. Були побоювання щодо батареї, але при досить помірному користуванні (небагато коротких дзвінків, пошта, соцмережі, камера) батарея протрималася десь дві з половиною доби. Та загалом при активному користуванні на день має вистачати. В ігри я не граю.Працює швидко, не глючить. Хороша якість звуку при розмовах. Камера чудова, зручна кнопка швидкого запуску. Правда, фронтальна камера при режимі вирівнювання тону обличчя надто розмазує, як на мене. Але загалом поки що не маю нарікань."
5,Одні плюси,Нема,"Хороший телефон, все влаштовує, без глюків.Але є проблемка де знайти плівку або скло на цей телефон, бо екран заокругленний чи буде триматися."
5,"Екран, швидкість,камера, не подібний на самсунг, і це дуже радує",Поки що немає,Телефон огонь. РЕКОМЕНДУЮ.
5,,,"Користуюсь телефоном більше двох місяців.Все ок. Фото просто чудові. Тільки недавно замітила на екрані з лівої сторони появились якісь жовті плями. Телефон не падав, контакту з водою не мав...Причина?"
5,,,"Телефон супер. З початку користування були проблеми з переносом контактів з Meizu m3, і помогла лише оновлення системи. Після танців телефон виправдав всі сподівання. Камера працює швидко і без промахів. Акумулятор за робочий день ще має в запасі 35-40% заряду, Wi-Fi, viber, Facebook, 60-80 викликів, ігри мало, часу нема. Рекомендую."
5,,,"Добро дня вопрос до представника даної моделі телефону, яке тут іде скло екрана, мене цікавить чи тут присутній горіла глас 4?"
5,"2 сім-карти, не тоне, надійний",Наразі не знайдено,"Дійсно не тоне. Має досить добрий вигляд. Дзвінки всі приймаються просто, немає ніяких проблем зі зв'язком. Є ліхтарик, потрібна штука. Телефон простий, але задовільняє усі потреби. Є все, але нічого зайвого. Рекомендую!"
4,"Захищений, хороша батарея та Антена.",Ще не виявив.,"Телефон прийшов трішки бракований. Не працював мікрофон. Провіряв через гарнітуру співрозмовник чує чудово, а без неї ні. Можливо це мені трішки не пощастило."
4,"Добре ловить мережу,чудова лежить в руці,водостійкий.",Це батарея та камера.,"Питання до представника Astro.Чи можна на цю модель знайти потужніший акумулятор,бо цей тримає 2-3 дні при середніх навантаженнях. Буду вдячний за швидку відповідь."
1,,,Під час виклику співрозмовник чує свій голос голосніше ніж мене. Як обміняти телефон?
3,"На мою думку особо нічим не відрізняється від інших телефонів даного сегменту, можливо то що дешевший за аналогічну модель які є під іншим брендом...","Тут однозначно це мікрофон, дуже поганий глухий звук всі з ким говорив жалілися що погано чути. Розмовний дінамік впринципі гучний але якість погана мені здається що на телефонах Нокіа 2000 року якісь краща чим тут. У мене є Samsung GT-1202, там що мікрофон що динамік набагато кращий за цей. НУ можливо що він якось там захищений тому і звук настільки псується. Ліхтарик слабенький, ним хіба світити коли ключи в замок вставляти на більше його не вистачає. Стандартна зарядка на 500мА довго дуже заряджає і вона суцільна з кабелем топто щоб підключити до компютера треба брати інший шнур котрого в комплекті не має (ну це не особий мінус так як у більшості людей є від інших телефонів і мало хто буде оригінальною заряджати). Про навушники з комплекту я мовчу бо їх треба одразу викінути. Дисплей видно тільки коли дивишся прямо, з інших ракурсів втрачає видимість.","Купував на Розетці в цьому місяці як додатковий робочий телефон. Довго вибирав перед тим як купити, ознайомився зі всіма моделями і їхними характеристиками. На вигляд і як лежить в руці мені сподобався, операційна система досить просто але як для даного телефона згодиться, є багато різних недоліків(на мою думку). Якби не його мікрофон то можна зі всім змиритися а так я походив з ним буквально 3-4 дні і продав. Тепер навіть не знаю який захисний телефон купити щоб був хороший мікрофон і динамік але і ціна не була помірна."
4,"Легенький, зручний, камера гарна...",,Можливо у вас можна до нього силіконовий чохол придбати?
5,"Тактильність, камера, екран.",Ціна,"Скло з обох сторін - нереально круте рішення. Після металевих 6-ки і 7-ки, які відверто були слизькими і, відповідно, не настільки зручними в повсякденному користуванні через свої габарити, цей ти можеш покласти на відкриту долоню, підняти її на 90 градусів, а телефон все ще буде ""приклеєним"" до руки. Ніколи чохол на нього не надіну..."
5,За свою ціну найкращий.,Місцями не переведенні надписи),"Хороший телефон,за свою цінну. Все інше або дорожче з такими характеристиками.або китайська рулетка. Мінус камери те що дуже залежить від освітлення. А так все влаштовує."
5,1. Екран2. Пам'ять 3. Швидкодія4. ПЗ5. Ціна,1. Звук з динаміку2. Відсутність аксесуарів,"Екран!!!)) Взагалі супер, передача кольорів дуже якісна, двивитися фільми саме те. Покриття не gorilla glass, але нормальне, поки подряпин нема. Шустрий, не тормозить, в осному 1000-1300 вільної оперативки. З 16 Гб пам'яті вільно трохи менше 10. Камера...ну так собі, на 4, в день фоткати, знімати відео нормально, вечір-ніч - купуйте фотик. Карту пам'яті підтримує 64Гб, замість заявлених 32. Легкий та зручний, по якості збірки все добре, задня кришка з пластику, тому раджу зразу купити чехол. Це до речі одна с основних проблем, як на мене. Фірмових нема взагалі, під замовлення, або універсальний можна знайти. Батарея хоч і Li-ion, все одно раджу розігнати, тримає 1-2 дні, але це мого користування. Хоча з ним зараз іде УМБ на 2500 мА*ч, тому проблем нема. Рідний Лаунчер бісив до посиніння, не сподобався абсолютно та був замінений на Арех. Ліхтарик до речі також добротний. Звук з динаміку, ну такий собі -/+, музику слухати не варіант, краще в наушниках. Ті що в комплекті, до речі, для цього не підійдуть. Куча ПЗ, яке реально треба. В цілому телефоном задоволений."
5,"Характеристики RAM 2GB швидкий в роботі (для роботи більш ніж достатньо) використання 2х SIM та окремо вхід на флеш пам'ять (що в більшості з аналогами поєднується і використовувати можна або сім, або флеш)",Зовнішня камера 8mp (але це мінусом можна не вважати так як ціна відповідна).,"Якісний телефон! Використання 2х SIM та окремо вхід на флеш пам'ять. 2 світлодіода на зовнішню камеру (світить краще ніж samsung C5 (не 2016 року)). Телефоном задоволений. Швідкий без лагів. Важко знімається кришка (відсік батареї), але це навіть добре. Із недоліків (але це більше до програми) не можливо поставити власну мелодію ні на дзвінок ні на смс, ні на будильник (або не розібрався).Ще декілька запитань: чи можна оновити програму (версія програми 5.1 і пише, що є версія для оновлення)? і чи є якийсь чехол чи чи щось подібне (якщо можна ссилку на аксесуари до нього)?"
5,"Недорогий, швидкий телефон. Яскравий приємний дисплей",за таку ціну у данного пристрою їх немає,"Телефон швидко працює з програмами, чудово синхронізує час через інтернет. Головне не чіпати налаштування своїми кривими ручками. Зустрічав повідомлення, мовляв - немає нормальних чохлів для такої моделі. Брехня. Підійде один з універсальних на ваш смак. Те ж саме й з плівками, склом... Якщо Вам потрібен швидкий і простий у користуванні смартфон - на цю модель варто звернуті увагу."
5,"Камера, швидкодія, швидка зарядка, прекрасний дизайн","Екран 16:9, дрібний люфт кнопки блокування","Прекрасний телефон з відмінною камерою та звуком. Батарея тримає добу при активному використанні. Швидка зарядка: телефон зараджається максимум півтори години з 5% до 100%. Екран яскравий, автоматична яскравість працює швидко і адекватно. Відсутність 3,5 для навушників поки що проблем не викликає, але тепер потрібно буде змиритися з тим що не можливо буде послухати музику і заряджати телефон одночасно."
5,"Прекрасна камера, достатньо пам'яті (я про 128 GB) donating в фонд боротьби зі СНІДом","Крім ""серйозної"" ціни не знайшов.","Красненький. В порівнянні з андроїдом 5.1.1 не працює, а літає.Зручний екран (Не лопата)Рекомендую, навіть якщо не вистачає грошей, кредит не беріть.Ліпше купіть 6S aбо 5S.Безвідсоткових кредитів не буває."
5,"Зв‘язок, камера, чіткість роботи, зручний.",Слабка батарея.,"Слава Богу!Телефон просто супер! Літає!!!Користувався хорошими андроїдами, iOS вперше. Але за декілька годин роботи можна сміло порівнювати. З мінусів; заслабка батарея. З плюсів; хороша камера, зв’язок. Дуже зручний і простий у використанні. Усі функції працюють чітко. Неочікувано. «Apple» особиста подяка!А також «Розеткі»."
4,,"Ціна, батарея,вимикається на морозі,швидко дряпається без захисного скла і чохла.",Купив телефон 11 місяців тому. Приблизно тиждень тому з‘явились проблеми з Lightning роз’ємом. Чи можна відремонтувати телефон по гарантії?
5,"Це супер-машина, а не телефон",слизький корпус,"Дякую Розетці. Всі товари з електроніки купую тільки тут. Я з Розеткою біля 10 років. Мені потрібна якість товару. Хай буде дорожче, але головне ЯКІСТЬ! Все те, що купував було якісним. Ще раз дякую Розетці.Товар прийшов швидко. Фірмова коробка. Запечатана. Телефон налаштував, прийшло оновлення на операційну систему. Наклеїв захисне скло в фірмовому центрі Аппл. Купив чохол для телефону. Тепер телефон не слизький. Звук супер, відео неперевершене, машинка працює дуже швидко. Ніякі самсунги зрівнятися не можуть, бо в мене перед аппл були самсунги і є з чим порівняти.Дуже задоволений. Дякую."
5,,,"А в кредит брати можна , на скільки"
5,,-,Що є в комплекті ?
5,"Батарея, 7 андроїд у майже чистому вигляді, збірка та достатня подуктивність, як для такого цінника",недоліків поки не виявив,"Нормальна дзвонилка з інетом. Для простого повсякденного користування більше й не треба, хоча тут все залежить від того, для яких навантажень потрібен телефон. Мій нещодавно вкрали, тож у терміновому режимі треба було взяти щось не дуже дороге та так щоб нормально працювало. Екран не супер пупер, але нормально навіть на сонці все видно. Для соціальних мереж и подзвонити його з головою вистачає. Він повністю з пластмаси, аде жодного шрусту нама, навіть якщо надавити. Так для більшості ігор він слабкий і камера в нього теж просто щоб фотографувати щось для себе щоб не забути, але батарея свої 4000мАг виправдовує все. пізніше пофоткаю додам фото, як він виглядає в реалі."
5,,,"Телефон гарний, відносно своєї ціни, купила мамі, їй 67 років, користується без проблем, дуже задоволена"
3,,,З ним є одна проблема не встановлюється жодна програма від Фейсбуку. Видає помилку 505. Рішення поки не знайшов.
5,,,Купила по акції. Користуюсь біля двох неділь. Полюбила відразу. Недоліків поки що не бачу. Дякую!
1,потужний по всьому),"після першого місяця користування згорів динамік, здав у ремонт, зробили днамік, поробив телефон ще 3 дні, перестала робити 1 сімкарта. тому не совітувавби!!!",і по цих телефонах багато в кого така проблема.
3,"Гарна назва і компанія, широкий вибір кольорів, продуктивний пристрій, фотографії виходять просто гарні, дизайн класний.","Живлення батареї, нема в комплекті гарнітури, дуже висока ціна, звук дуже слабкий, товстий пристрій, вислизає з рук, незручний в користуванні грані смартфона не удачні, широкі рамки, немає usb tupe C","Стабільно працює система, підтримується майже все що є в play marlet.Заряду чи живлення батареї тут взагалі немає,(включаю моб. інтернет і 10 хвилин просто юзаю в меню, контактах... і батарея розрядилася на 10%(1хв-1%)) Гріється навіть якщо друкувати в програмі Word, при любій ігрі розкалюється як кусок металу в огніIP68, стекло, реклами, - за все це платить кінцевий споживач.Відеозйомку записував і через 60 сек повідомлення Ваш пристрій гріється камера припинила свою роботу.antutu видаэ 48000 та інколи ще меншепри маштабуванні камери вото втрачає якістьКраще я б купив sony z3+ він тонший легший зручніший і дешевший."
2,Відсутні,Малий обьем ОЗУ Зовншній вигляд не відповідає дійсності занадто простий.,На таку ОС(Android 5.1) потрібно більший об'єм ОЗУ(мінімум 1гб.). таке відчуття що цей смартфон лежав на складі більше 2 років він застарів за своїми характеристиками як для бюджетного сегменту. Також не сподобалось що для зображення роботи смартфону прийшлось при розпакуванні зняти плівку.
2,За весь перелік часу користування не завис жодного разу,"Погано працює права кнопка , лабенька батарея, важко підібрати захисне скло, бамперів взагалі нема.","Користуюсь даним телефоном другий день і вже через раз працює права сенсорна кнопка. Можу сміло сказати, що батарея слабенька, заряда вистачає рівно на 1 день це не при нормальному використанні(дзвінки, переписка у вайбері). Оновлень андроїда нема взагалі (на моделі стоїть Android 7.1.1). В характеристиках вказано матеріал корпуса метал, але це не так самий звичайний пластик. Що стосується екрана тут проблемно підібрати захистне скло бо краї в екрані заокруглені і універсальне скло потрібно брати 5,2 - ширина 68 х высота 140. Дуже часто перестає працювати програма контактів. Питання до постачальника чи є сервісні центри в місті Полтава, щоб перевірити справність правої сенсорної кнопки."
